RPM,MAP,FGP,MAF
2611.5,120,54860,32.8
2563.25,123,60490,35.92
2483.25,130,58070,37.35
2401.25,134,56630,35.47
2335.25,135,55710,35.72
2292,134,55300,34.15
2269.75,133,55100,33.82
2262.25,133,54900,33.77
2252.25,132,53950,33.78
2236.75,131,53030,33.76
2218.75,131,52330,32.5
2226.75,128,52280,32.03
2236.75,127,51480,32.4
2224,126,49580,32.41
2198.5,125,47890,30.82
2195.75,120,44980,29.68
2110.25,117,40130,27.97
1977,110,37470,24.43
1876.75,107,37470,23.34
1836.5,106,36310,22.52
1776.5,104,35880,22.12
1734.25,103,35210,21.65
1667.5,102,34170,20.45
1572.75,101,33190,19.59
1473.5,100,32290,18.12
1392,99,32150,17
1344.75,98,31700,16.49
1293,97,30790,15.36
1246,96,29750,14.77
1151.75,95,27980,13.44
1078.25,93,26510,12.2
1075.25,92,26780,12.25
1072,92,28330,12.23
1076.25,91,27510,11.82
1071.5,91,27150,11.65
1080.25,91,30440,12.3
1430,92,40140,17.52
1574.5,97,37900,19.56
1654.75,101,41050,21.01
1708.75,105,35110,21.81
1617.25,104,33590,20.34
1466.5,101,30920,17.89
1274.25,99,28190,15.2
1119.5,96,24990,13.1
852.25,93,23920,9.23
866,91,24020,9.23
865.75,89,25560,9.35
869.75,88,23630,9.3
871.25,88,26080,9.33
875.75,88,23680,9.39
872,88,25950,9.46
874.5,88,23490,9.26
879.25,88,25460,9.47
877.25,88,24100,9.43
875.75,87,24740,9.36
879,87,25440,9.26
924.5,87,25780,9.87
1266.75,89,36590,14.62
1429.25,93,36370,17.39
1513.25,97,39050,18.82
1640,101,40740,20.88
1730.5,104,40940,22.15
1789.75,106,40250,23.33
1839.25,108,43160,24.03
1905.25,110,44530,24.74
1954,112,44620,25.45
1988.75,113,45090,26.62
2005.5,114,45680,27.56
2035,115,46290,26.99
2062.25,116,46840,28.35
2077.5,117,48010,28.78
2086.5,118,47910,28.24
2091.5,119,48550,29
2098.75,119,48920,29.46
2101,120,49060,28.64
2110.5,121,49080,29.44
2139.5,122,52450,31.04
2168.25,123,52730,30.76
2183.75,125,52970,31.65
2192,126,54020,31.6
2215.75,128,55580,32.05
2244.25,129,56610,33.15
2275.25,131,57650,33.8
2299.5,132,52670,33.55
2230,130,49990,32.6
2218.5,125,48240,30.36
2178.75,122,45750,29.06
2115.5,117,42230,27.68
2026.25,112,38660,25.11
1903.25,107,37080,23.26
1811.5,105,35830,21.98
1729.75,103,34810,21.22
1645.75,102,33810,20.67
1535.75,100,33110,18.78
1432.5,99,32150,17.47
1349.75,98,31370,16.25
1292.75,97,30930,15.4
1259,96,30690,15.07
1186.5,95,28220,13.55
1058,94,24740,11.86
1019.75,92,24100,11.28
945.25,91,26070,10.05
812.5,90,24220,9.13
870.25,89,25600,9.37
864.75,88,24660,9.3
865.25,88,23770,9.05
869.75,88,26150,9.27
868.75,87,23710,9.32
875.25,87,26120,9.35
870.25,87,23770,9.41
876.5,87,26100,9.24
878.75,87,24290,9.17
875.25,87,25240,9.55
879.25,87,25810,9.49
876,87,24220,9.28
879,87,25900,9.16
880.75,87,23950,9.23
880.5,87,25360,9.26
1103.75,88,30480,12.04
1290,90,37690,14.96
1440.75,93,36400,17.71
1530.25,97,38110,19.14
1607.25,100,40690,20.45
1713.5,103,42200,21.72
1798.25,106,41960,22.75
1854,108,42650,23.87
1904,110,43380,24.85
1946.75,112,44340,25.65
1980.5,113,45200,26.29
2000.25,114,45280,26.19
2017,114,45340,27.26
2038.75,115,46330,27.32
2059.5,116,46590,27.7
2072.25,117,47120,28.65
2075.25,117,47390,28.05
2081.5,117,48660,28.77
2086.25,118,48550,27.54
2095.25,118,49240,28.35
2103.25,119,49710,29.39
2108.75,120,50260,28.85
2130,121,52540,30.6
2160.75,122,52920,30.05
2177.75,124,53160,30.67
2190,125,53250,31.61
2201.75,126,53560,31.87
2214,127,54270,31.98
2232.25,128,55000,32.16
2253,129,59560,31.92
2332.5,132,62160,34.95
2407,135,63870,36.85
2451,138,65110,38.07
2484.25,141,66410,40.8
2591,121,59620,34.34
2543,127,64020,36.74
2533.75,135,65090,38.23
2530.75,139,65390,39.12
2532.25,142,59130,40.84
2418,140,54780,36.2
2352.25,137,65910,35.28
2602.5,120,54130,33.45
2562.5,123,61020,35.52
2465,131,57410,36.08
2380.75,134,56130,36.15
2318.5,134,55590,34.3
2283.25,133,54380,34.21
2260,132,53150,33.6
2234.25,130,51900,33.43
2241,127,51150,32.21
2219,125,48530,31.28
2194,121,46990,30.48
2144.75,117,40750,27.71
2013.75,111,38550,24.73
1904.25,107,37040,23.64
1818.5,105,35980,22.05
1749,103,35300,21.17
1685,102,35030,20.86
1622,101,34520,19.59
1555.75,101,34020,19.16
1501,100,33910,18.41
1454.25,99,33860,17.85
1425.75,99,33750,17.22
1420.25,98,33980,17.1
1415.5,98,34120,17.47
1389,98,30050,16.72
1207.5,96,28720,14.21
1039.25,94,26210,11.53
1035.25,92,26460,11.48
1038.75,91,26850,11.64
1014,90,24100,11.07
915.75,90,25050,9.95
913.5,89,23950,9.84
1182.25,89,42500,13.46
1585.25,94,41140,19.34
1727,100,44390,22.03
1846.75,107,44700,23.52
1939.25,111,46010,24.83
2008.25,110,42230,25.5
1976,110,39530,25.06
1872,106,35490,23
1727.5,104,34270,21.37
1596,101,32900,19.52
1438.25,100,30660,17.11
1277.5,98,28780,15.11
1131.5,96,27370,13.27
961.75,93,24680,10.52
845.5,91,25380,9.16
864.5,89,23830,9.35
872,89,25870,9.19
868.5,88,25090,9.29
875.75,88,25420,9.28
874,88,24600,9.48
873.5,87,24020,9.21
877.5,87,24480,9.48
874.75,87,25020,9.32
879.25,87,23950,9.39
876.5,87,26080,9.39
879.5,87,23470,9.32
880.75,87,24450,9.49
877.5,87,25020,9.47
879.5,87,23900,9.32
878.75,87,25990,9.47
877.75,87,24380,9.36
879,87,24630,9.35
879,87,26640,9.29
879,87,23900,9.57
878.5,87,26290,9.4
879.5,87,24870,9.5
878.25,87,24540,9.22
877.75,87,26620,9.45
878.5,87,23970,9.25
876.25,87,26270,9.36
878.75,87,24110,9.48
879.25,87,24410,9.49
880.75,87,27800,9.18
1263.5,88,37480,14.07
1475,92,37590,17.78
1539.5,97,36570,19.11
1625.25,99,41230,20.56
1748.5,103,43310,22.67
1835.75,107,43820,23.92
1908.5,110,44990,24.7
1963.25,111,44890,25.17
1991,113,44700,26.37
2012.25,114,46470,26.51
2042.5,115,46900,27.33
2066.25,116,47670,27.53
2077.75,116,47780,27.9
2092.75,117,48490,28.85
2100.25,118,49680,28.8
2116.5,120,52210,28.8
2152.5,121,53250,30.43
2196.5,124,58280,31.5
2290.25,127,61030,33.06
2375.25,132,64640,35.87
2594.75,119,53720,33.97
2563.25,122,62080,35.66
2537.5,130,64690,37.73
2537.25,136,64790,38.1
2531,139,60580,40.43
2445.25,139,57340,36.86
2371,136,55730,35.26
2315,134,54610,34.21
2275.25,131,53090,34.22
2235.5,130,50960,32.92
2239.5,125,50970,31.27
2238,123,49680,31.01
2212.75,122,48680,30.12
2218.5,119,46470,29.84
2166.25,117,43430,29.25
2101.75,113,41290,26.43
2026.25,110,39820,25.01
1929.75,107,37230,23.33
1806,104,35160,22.13
1699.75,102,34330,20.21
1596.75,101,33560,19.53
1489.75,99,32640,17.97
1407.25,98,32740,17.18
1366.25,98,32780,16.48
1354.25,97,32830,16.32
1327.75,97,31880,15.89
1299.25,96,30440,15.11
1210.5,95,29110,13.95
1131.25,94,27670,12.57
1058,92,25720,11.49
1061.25,91,26310,11.86
1062.25,91,25780,11.7
1176.75,91,37810,13.54
1471.75,94,36180,17.82
1566.25,98,37280,19.51
1638.5,101,40120,20.92
1754.25,104,42140,21.82
1843.5,108,43430,23.43
1913,110,44600,24.53
1965.5,112,44500,25.14
1995,113,45230,26.18
2019,114,46750,26.96
2039.75,115,46130,27.04
2019.75,115,41310,26.01
1966,111,37340,24.56
1857.75,107,36410,23.16
1762.75,104,34430,21.31
1660.25,102,34880,20.54
1571.75,101,34610,19.33
1490,100,33390,18.27
1411.5,99,32620,17.11
1356,98,31620,16.17
1285,97,30510,15.51
1210,96,28340,14.5
1135,94,25930,12.79
1060.25,93,26210,11.85
1060.75,92,25890,11.9
984,91,24140,10.67
979.75,90,26430,10.66
918,90,24100,9.57
860.25,89,24580,9.21
1140.25,88,35470,12.17
1322,90,32620,15.55
1334.5,93,28830,15.85
1093.25,94,25440,12.29
867.25,91,24190,9.44
861.5,90,27610,9.18
1049.5,89,25600,11.53
978,89,26760,10.35
991.25,89,24960,10.74
1066,89,30570,11.79
1250.75,90,33500,14.47
1231,92,26510,14.11
996.75,92,23980,11.06
1033.5,91,25140,11.4
1060,91,27000,11.7
1168.5,91,29630,13.05
1213,91,32210,13.74
1297.25,93,35610,15.4
1388.75,94,35590,16.62
1445.5,97,35830,17.42
1455.75,98,35160,17.88
1477.25,99,36630,18
1532.75,100,37870,19.26
1609,101,39420,20.07
1686,103,40500,20.96
1766.5,105,41620,22.75
1829,107,42690,23.21
1882,109,42380,23.88
1932.25,110,43220,24.82
1963.75,111,44120,25.55
1995.25,112,45010,25.79
2016.25,113,46240,26.74
2048.25,114,47390,27.18
2079.75,116,48390,27.47
2104.75,118,49870,28.51
2136.25,120,53700,30.1
2184.75,122,57220,31.2
2292.25,127,62980,33.44
2516,124,63300,33.87
2582,119,59910,35.14
2543.75,126,64120,36.61
2481,132,57340,35.92
2394.25,133,55990,36.02
2357.5,133,62450,34.92
2465.25,132,68150,35.09
2582.5,121,60390,35.02
2519,128,58110,35.82
2421,132,56520,35.92
2359.75,133,55290,35.17
2309.25,132,54390,33.98
2282.25,131,53680,34.18
2262.25,129,53150,32.81
2249.25,128,51850,32.16
2239.5,125,49980,31.92
2222.75,123,49440,30.48
2206.25,121,45870,29.88
2166,117,41560,28.6
2006.75,110,37350,24.6
1824.5,105,34270,21.78
1672.25,102,33350,20.12
1524,100,32280,18.67
1390.75,98,31820,16.79
1325.75,97,31560,15.85
1294.5,96,31490,15.54
1273.25,96,31420,15.17
1260.25,95,30460,14.83
1182,94,29880,13.55
1016,93,25240,11.34
1022,91,25820,11.42
1020.75,90,26310,11.13
995.75,90,25750,11.07
909.5,90,26640,9.68
875.75,89,26050,9.4
866.5,88,23710,9.1
864.25,88,24320,9.03
868.75,87,25930,9.2
871.5,87,24110,9.26
874,87,25760,9.2
873.25,87,24510,9.15
877.25,87,25090,9.41
876.25,87,25360,9.27
952.5,87,31320,10.7
1274,89,33790,14.78
1340.25,92,35490,15.92
1426,95,35220,16.95
1464.25,97,37200,18.11
1587,99,40280,19.68
1702,102,41550,21.53
1789.25,106,41720,22.77
1853,108,42960,23.28
1908.75,110,43870,24.52
1950.25,111,43700,25.37
1978.25,112,46100,26.01
2017.5,113,45800,26.65
2043.5,114,46510,26.98
2066.5,115,46970,27.47
2078.25,116,47140,27.45
2084.75,117,48340,28.07
2100,117,49230,28.07
2109,118,49680,28.37
2121,119,51610,28.79
2154.25,120,53170,29.87
2182,122,54100,30.04
2218.25,125,55510,31.52
2269.75,127,59910,33.25
2365.5,131,63320,34.73
2526.5,129,59350,34.26
2577.5,121,60420,35.43
2544,127,64240,36.79
2536.75,133,64600,37.65
2533.25,138,65170,38.75
2518.75,139,56830,39.07
2408.5,137,55730,35.72
2334.5,135,54250,35.27
2303.25,131,53270,32.82
2288,128,52700,32.5
2263.75,127,51570,31.87
2248.75,125,51320,31.78
2242.5,124,50630,31.25
2234.25,123,49770,31.56
2224.5,122,48820,30.66
2223.5,120,48740,29.77
2215,119,46410,30.4
2153.75,117,41230,28.16
2026,111,40280,24.79
1999.75,109,40190,24.37
1953.5,108,37910,24.4
1873.25,105,36770,22.32
1776,103,34810,21.49
1696.5,102,34170,20.52
1604.25,101,33900,19.65
1521.75,100,33390,18.73
1442.75,99,32950,17.46
1396.75,98,33080,17.07
1379,98,33170,16.61
1373,97,33110,16.75
1358.5,97,32440,16.37
1329.25,97,31540,15.94
1297.5,96,31400,15.35
1218.75,96,28960,13.95
1025,94,25820,11.01
996.5,92,25810,10.75
1002.5,91,28270,10.95
1244.5,91,35370,14.37
1346,93,35880,15.82
1410,96,37280,16.95
1523.75,98,38400,18.84
1627.75,101,41080,20.4
1745.5,104,42300,22.04
1842.5,108,44340,23.47
1929,111,46680,25.3
1990,114,47210,26.44
2038.25,116,48240,27.49
2071.5,118,49350,27.96
2103.75,119,52120,29.35
2138.25,121,48970,29.7
2129.25,120,47970,29.15
2138.25,118,46310,29.02
2091.75,116,40280,26.85
1954,109,36770,23.72
1818.5,105,35420,21.88
1716.75,102,33420,20.57
1545.25,100,31240,18.35
1341.5,98,30100,16.06
1212.5,96,28740,14.05
1036.75,94,24320,11.35
960,92,23550,9.83
865.5,90,24630,9.39
872,89,25210,9.43
1075,89,30270,11.43
1240.25,91,25340,13.85
871.75,90,23870,9.4
867.5,89,23920,9.12
868.5,88,26030,9
870.75,88,24620,9.05
868.5,87,23850,9.23
874.25,87,25930,9.37
873.75,87,23710,9.13
879.75,87,26030,9.24
880.5,87,23710,9.39
879.5,87,26050,9.3
875.75,87,23950,9.32
881.25,87,24780,9.48
874.75,87,26150,9.22
878.25,87,24110,9.38
879,87,26340,9.3
879.75,87,24100,9.12
880.5,87,24580,9.37
875,87,26150,9.18
878.75,87,24040,9.37
877.5,87,26170,9.37
880,87,24110,9.42
880.25,87,24260,9.32
879.25,87,26640,9.37
879.25,87,23580,9.3
875.5,87,25750,9.32
878.5,87,24480,9.34
879,87,24220,9.25
878.5,87,26030,9.54
880,87,23520,9.43
880.25,87,24620,9.14
1107.75,88,32030,11.67
1162.25,89,25780,12.9
853.5,90,29820,9.14
1115,89,28170,12.3
1184,90,31670,13.37
1205.25,91,33020,13.82
1201.75,92,30950,13.57
1011,92,28740,11.06
946,90,28410,10.25
989,90,26360,10.66
1125.5,90,32420,12.32
1203,91,33660,13.65
1276.5,92,33390,14.9
1311.75,93,30600,15.33
1176.75,94,27730,13.1
1035.75,93,24570,11.28
1009,91,25810,10.73
982.75,90,24100,10.77
871.25,90,24630,9.33
1073.25,89,25460,11.95
983.25,89,26210,10.25
982.5,89,24260,10.38
982.25,89,26290,10.59
883.75,89,24440,9.37
875.75,88,25850,9.41
1016.25,88,27310,10.93
1015,89,24100,10.75
946.5,89,24160,10.06
983,89,26360,10.49
882,89,25990,9.18
970.5,88,25260,10.43
1039,88,28480,11.06
1092,89,27150,11.96
1056.25,90,26800,11.42
844.75,89,24580,9.21
866,88,26240,9.5
957.75,88,24070,10.32
1039.25,88,27460,11.04
1064,89,26310,11.19
1060.75,89,26310,11.72
1166.5,90,31420,13.09
1298.25,91,31980,15.34
1275.5,93,29630,14.95
1111,93,25120,12.58
1006.5,92,26460,10.62
1037.75,91,27490,11.56
1138.5,91,30760,13.13
1204.25,91,32520,13.72
1272.75,93,29350,14.97
1107.75,93,24730,12.43
978,91,25930,10.6
948.25,90,24970,9.9
867.25,89,24190,9.36
957.25,88,29200,10.39
1177.75,89,33320,13.33
1300,91,31980,15.24
1233.5,93,28800,14.12
1016,92,26070,11.31
1014.75,91,24990,10.8
1117.5,91,32040,12.47
1236.75,91,34000,14.65
1407,94,36280,16.79
1500.5,97,36340,18.25
1532.25,99,35860,19.06
1536.25,100,35190,18.86
1465.75,100,30660,17.76
1328.5,98,31400,16.16
1294.5,96,31740,15.41
1327,96,38450,16.1
1545.75,98,38760,19.17
1652,101,40620,20.81
1766,104,42020,22.24
1863.25,107,42810,23.65
1929.5,109,44190,24.49
1967.25,111,43920,25.7
1993.25,112,44820,24.84
2037,113,47420,26.55
2068,114,48010,26.77
2084,115,47600,27.53
2086,116,46700,27.08
2094.25,116,47140,27.51
2108.75,116,49870,27.86
2153.75,118,53780,29.49
2198.25,121,55620,31.17
2282.75,125,62320,32.62
2490.5,124,62230,34.85
2588,119,58070,34.6
2552.25,124,63080,35.83
2541,131,64660,37.87
2481,133,57310,36.72
2410.75,133,56080,35.88
2359,132,55230,34.77
2326.5,131,54500,34.21
2309.75,130,54380,33.69
2289.75,128,53610,32.18
2286.75,127,55690,31.99
2303.75,127,60300,32.87
2424.75,131,67160,34.45
2597,119,57360,34.07
2550.75,122,57400,34.64
2469,126,55320,34.67
2413,127,52780,34.18
2336.5,126,50510,32.47
2297.75,122,49950,31.09
2262,120,47720,30.9
2214.5,118,45580,28.76
2193.25,115,44770,28.44
2158.75,113,43520,27.79
2124.75,112,43030,26.62
2099.5,110,41410,25.74
2027.75,109,39160,25.15
1942.25,106,37990,23.36
1871.75,104,36910,22.25
1821.75,104,36300,21.89
1782,103,35830,21.61
1747,102,35150,21.24
1691,101,34270,20.69
1611.25,100,33880,19.72
1527,99,33540,18.42
1431.75,99,32070,17.31
1358.75,97,31640,16.35
1304.75,97,30020,15.52
1205.5,96,28250,13.66
1081,94,27070,11.67
1048.25,92,26360,11.26
1049.75,91,26290,11.28
1002.25,91,23870,10.98
966.75,90,23800,10.28
914.25,89,26050,9.7
898.75,89,26560,9.73
969,88,29410,10.17
1162,89,30810,12.74
1151.5,90,27220,12.86
1002.5,91,24460,10.83
1001.75,90,25240,10.85
1114.25,90,29140,11.91
1209.75,91,34050,14.12
1357.25,93,33350,16.19
1317.75,94,26950,15.6
925,94,24650,9.72
931.75,91,24950,10.19
1142.75,90,30790,12.69
1214.25,91,34000,13.98
1381,93,39390,16.3
1549,97,38670,18.99
1593,99,34690,19.69
1513.75,100,33130,18.3
1441.25,99,31880,17.3
1340,98,30930,16.04
1288.5,97,27730,15.27
1075.25,95,24890,11.57
1040.5,92,27580,11.47
1206.75,92,35570,14
1423.5,94,35790,17.02
1493.25,97,37830,18.63
1580.25,100,38520,19.56
1693.75,102,40120,21.18
1785.5,105,42600,22.12
1866.25,108,43410,24.02
1932.5,110,44210,25.09
1971.25,111,44010,25.66
1996,112,44770,26.01
2026,112,45680,26.89
2052,113,46360,26.91
2079.25,114,48700,26.65
2118.5,117,53670,29.32
2182,121,58220,30.36
2318.5,126,62670,34.4
2524.25,123,55630,33.9
2575,119,59780,34.96
2489,125,56740,34.84
2410,128,54880,34.61
2357.75,129,56050,34.03
2361.75,129,60420,34.17
2429.25,132,63800,35.6
2538.25,132,54850,34.69
2567.5,123,58470,35.37
2470.5,128,57070,35.68
2403.25,130,55150,34.57
2330.75,129,52220,33.66
2276.75,126,51780,31.7
2261.5,123,51170,30.97
2234.5,122,49430,30.4
2221.25,120,49400,30.4
2229,119,49370,30.12
2225,119,49430,30.29
2222,118,48410,29.95
2215.25,118,48000,29.67
2171.5,116,42210,28.74
2063.75,111,38280,25.26
1911.25,106,36250,23.53
1762,103,33650,21.39
1629.25,101,32700,19.78
1495.25,99,32100,18.27
1387,98,31620,17.27
1321.25,97,31180,15.8
1292.5,96,31070,15.41
1255.5,96,28710,14.85
1107.5,95,26970,12.7
1035.75,93,25420,11.28
1017.25,92,25660,11.37
949,91,26210,10.2
930.75,90,23770,9.78
864.5,89,24400,9.4
865,88,26320,9.4
871.5,88,23950,9.35
868.75,88,25420,9.53
873.5,87,24380,9.56
870.75,87,25760,9.32
875.5,87,24320,9.44
878.25,87,25990,9.61
873.5,87,23650,9.3
878.5,87,26090,9.37
876,87,24110,9.35
880.5,87,24540,9.25
880,87,26090,9.55
880.25,87,23520,9.56
879.25,87,24600,9.31
1182.5,88,34270,13.12
1327.75,90,35130,15.8
1461.75,94,37620,18.32
1554.25,97,38340,19.68
1612.75,100,37450,20.05
1646.5,102,35850,20.89
1585,102,31980,19.85
1414.5,99,30540,16.94
1262.75,97,30690,15.22
1300.25,96,35610,15.81
1454.5,97,38520,18.56
1569.75,99,37230,19.65
1629.25,101,40210,20.64
1715.25,103,40370,22.04
1775.75,105,41340,22.54
1849.75,106,43750,23.74
1889,108,37960,24.07
1823.25,107,35190,22.87
1721.5,104,33390,20.85
1564,101,31430,19.6
1353.5,99,28900,16.06
1176.25,97,27370,13.43
1097.5,94,34050,12.85
1295,94,36890,15.65
1462,95,36810,18.1
1552.75,98,37870,19.36
1623,100,39140,20.5
1702,103,39890,21.37
1770.75,105,41280,22.34
1823.75,106,41330,23.32
1876.25,108,42300,23.91
1928.5,109,44340,24.7
1975.5,111,44020,25.09
2006.75,112,45500,26.1
2031.5,112,45140,26.98
2048.25,113,45920,26.69
2063,114,45950,27.09
2079.75,114,47370,27.83
2091,115,47240,27.84
2099.75,116,48580,28.27
2109.75,117,48300,28.77
2149.25,119,53340,30.12
2193,121,54350,31.09
2226,124,55510,32.12
2268.75,126,57150,33.27
2309,129,58930,33.73
2349,131,62870,35.89
2420.5,134,65940,37.15
2603.75,121,55440,33.26
2558.25,124,63160,36.07
2539.25,132,58660,37.24
2425.25,133,55880,36.52
2350.5,132,55430,34.75
2347.5,131,65940,34.36
2607.25,118,55120,33.21
2551,122,57200,35.59
2457.5,125,54860,35.14
2389.75,126,52470,33.1
2310.25,124,49750,32.56
2258.75,119,46480,30.51
2177.5,116,41810,27.88
2044.5,109,38260,24.87
1872,105,35420,22.9
1745.25,102,34350,21.29
1636.25,101,33540,20.17
1521,99,31640,18.28
1362.25,98,30330,16.4
1239,96,28530,14.75
1106,95,28050,12.64
1050.75,93,26290,11.55
1023.75,92,27190,11.11
1143.25,91,39880,12.86
1471.5,93,37990,18.1
1554.25,97,37740,19.22
1618.75,100,39340,20.17
1718.25,102,40830,21.77
1808.75,106,42230,22.71
1879,108,43330,23.79
1935.5,110,43240,24.37
1948.25,110,39180,24.73
1878.75,108,37810,23.58
1808,105,34840,22.22
1673.25,103,32720,20.2
1456.5,100,29830,17.39
1225,97,27000,14.23
1027.5,95,26780,11.46
987.75,92,25730,10.6
849,90,24440,9.27
865.75,89,23750,9.38
866.5,88,26620,9.29
872,88,23950,9.09
870.25,88,26800,9.37
872.25,88,23900,9.26
872.25,87,26420,9.21
1104.5,88,29810,11.68
1157.25,89,34970,13.08
1329.25,91,34590,15.88
1153.75,93,26460,13.33
853.75,91,23310,9.15
863.5,90,26170,9.33
1028.75,89,25700,11.02
1128.75,89,29930,12.9
1137.75,90,28960,12.47
955,90,26510,10.41
931,89,27590,10.17
995.75,89,25930,10.6
893.25,89,24690,9.67
1027,89,27290,11.02
1063,89,27980,11.47
996.75,90,26760,10.92
962.5,89,24510,10.41
1077.75,89,27890,11.77
1147.5,90,30320,12.7
1248,91,36050,14.47
1404.75,93,38030,17.3
1514.25,97,32320,18.98
1403.25,97,32070,17
1289.25,97,30080,15.3
1137.75,96,26950,13.34
1161,94,32150,13.56
1254.75,93,34880,14.89
1314.75,94,34970,15.83
1366,95,35420,16.55
1442.5,97,35790,18.13
1489.75,98,37130,18.76
1521.5,100,36930,19.28
1573.75,101,38840,20.09
1662.25,102,41100,21.37
1763.75,105,40970,22.19
1824.5,107,42640,23.35
1875.25,108,43540,23.76
1924,110,43630,24.65
1961.25,111,45370,24.79
1996,112,45680,26.63
2041.25,114,48000,26.7
2071.25,115,48770,27.42
2092.5,116,51730,28.46
2147.75,119,53440,29.95
2193.5,122,56050,31.16
2283,125,61860,33.42
2392.75,130,64320,35.47
2516.25,130,56090,35.75
2571.5,120,61080,35.82
2501,126,57650,36.29
2403.75,129,55200,35.36
2326.75,129,52950,34.39
2296.5,125,51050,32.6
2249.25,121,48580,31.34
2199.75,118,45680,28.94
2141,113,39940,27.44
1911.75,106,39060,22.74
1917.5,106,43210,24.06
1996,108,45580,25.99
2064,111,48880,27.34
2123.25,114,51260,28.22
2177.5,118,53650,30.47
2259.5,122,64890,32.92
2577.25,119,54390,35.07
2569.75,119,61520,35.65
2542.25,128,61620,36.76
2449.5,131,56420,36.02
2395.5,132,64360,35.58
2580,124,53860,34.26
2555.5,122,57440,34.56
2444.75,125,53830,34.28
2363.5,125,51480,32.82
2295.75,121,47670,31.2
2221.25,117,42630,29.02
2108.5,112,39740,26.51
1902.25,106,34250,22.79
1669.75,102,32410,20.35
1475.25,99,32830,17.81
1298.5,97,30760,15.69
1242.75,96,29750,14.67
1196,95,28050,13.92
1121.75,94,27750,13.16
1080.25,93,28130,11.87
1080.5,92,28400,12.21
1080.25,91,26510,11.97
1072,91,25510,11.81
1003.75,91,23850,11.05
951,90,24930,10.28
900.75,89,25990,10
898,89,25820,9.54
902.75,88,23770,9.71
863.25,88,26420,9.34
868.75,88,24240,9.38
869.75,88,25420,9.27
870,87,24690,9.36
873,87,25020,9.47
872.25,87,24570,9.34
873.5,87,25060,9.45
878.75,87,24510,9.41
879.25,87,26730,9.5
878.75,87,23680,9.57
